Date,Post ID,Network,Post Type,Content Type,Profile,Sent by,Link,Post,Linked Content,Impressions,Organic Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,App Engagements,App Install Attempts,App Opens,Follows from Post,Unfollows from Post,bit.ly Link Clicks,Video Views,Media Views,Tags
11/10/2022 10:54 am,1590644107030024192,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1590644107030024192,"Manufacturing requires more than just enough capital. It calls for dedicated and trusted partners to foster production.
Let’s do this together.
Visit https://t.co/4VoAy2JpX0 to get started now.
#GoForGrowth
#ITCANBE https://t.co/4ptONV58nE","https://bit.ly/StanbicIBTCBCCThematicCampaign, https://twitter.com/StanbicIBTC/status/1590644107030024192/photo/1",932,932,"331,590",2.47%,23,3,3,5.0,1,0.11%,1.0,13,14,3,1.0,4,5.0,0,0.0,0.0,0.0,0.0,0.0,,,3,"BCC, BCC Thematic Campaign"
11/9/2022 6:43 pm,1590399699193778176,Twitter,Tweet,Photo,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1590399699193778176,"Go for life.
Go for a Life Insurance Plan from us. 
To learn more, visit https://t.co/ckqQAwVTra or call 01 270 6801 or email insure@stanbicibtc.com. 
#WealthWednesday https://t.co/XA6O0dR9fW","http://www.stanbicibtcinsurance.com, https://twitter.com/StanbicIBTC/status/1590399699193778176/photo/1, https://twitter.com/StanbicIBTC/status/1590399699193778176/photo/1, https://twitter.com/StanbicIBTC/status/1590399699193778176/photo/1, https://twitter.com/StanbicIBTC/status/1590399699193778176/photo/1",950,950,"330,128",2.42%,23,3,3,4.0,0,0%,0.0,16,16,8,0.0,5,3.0,0,0.0,0.0,0.0,0.0,0.0,,,8,
11/8/2022 6:00 pm,1590026423422558208,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1590026423422558208,"Transfers are made easy with *909# 😉 

#GoForIt
#ITCANBE https://t.co/nLedml9CJB",https://twitter.com/StanbicIBTC/status/1590026423422558208/photo/1,"1,547","1,547","332,468",3.43%,53,15,15,14.0,2,,,22,22,8,1.0,9,4.0,0,0.0,0.0,0.0,0.0,0.0,,,8,CHNW Mass Retail
11/8/2022 3:05 pm,1589982362632278016,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589982362632278016,"Your healthcare business deserves more!
With 12 months repayment period on short term loans, you can give your healthcare business all the support it needs.
Click https://t.co/NDJ4RajwSE to get started.

#ITCANBE https://t.co/TETLBRxXd7","https://bit.ly/StanbicIBTCHealthcareSolutions, https://twitter.com/StanbicIBTC/status/1589982362632278016/photo/1","1,014","1,014","332,472",2.76%,28,8,8,4.0,2,0.2%,2.0,12,14,2,0.0,5,5.0,0,0.0,0.0,0.0,0.0,0.0,,,2,"BCC, Healthcare Loan"
11/8/2022 1:04 pm,1589952114805321728,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589952114805321728,"The November offer for FGN Bonds is open 💃
Hurry now and click https://t.co/WXY4xvSHyG to get started.
#ITCANBE https://t.co/h1AgRwmMuO","https://bit.ly/StanbicIBTCFGNBondsOffer, https://twitter.com/StanbicIBTC/status/1589952114805321728/photo/1","1,189","1,189","331,120",4.63%,55,9,9,8.0,1,1.18%,14.0,23,37,14,0.0,6,3.0,0,0.0,0.0,0.0,0.0,0.0,,,14,CIB Posts
11/8/2022 12:00 pm,1589935850070343682,Twitter,Tweet,Video,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589935850070343682,"You heard it yourself.
Go with an insurance partner you can trust.
To know more about our Life Insurance offerings, visit https://t.co/ckqQAwEQpa or email insure@stanbicibtc.com.

#GoForLIfe
#ITCANBE https://t.co/YrTiLaIRZR","http://www.stanbicibtcinsurance.com, https://twitter.com/StanbicIBTC/status/1589935850070343682/video/1",897,897,"330,078",2.56%,23,4,4,4.0,0,0.11%,1.0,14,15,7,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,,97,97,"Insurance Limited Posts, Life Insurance Campaign, Weekly Wealth Posts"
11/8/2022 9:05 am,1589891737304334336,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589891737304334336,"Navigate the stock market like a pro.
Stay tuned! 😎 

#ITCANBE https://t.co/jsZCpoRSTA",https://twitter.com/StanbicIBTC/status/1589891737304334336/photo/1,"1,556","1,556","330,471",3.02%,47,12,12,7.0,2,,,26,26,13,3.0,6,4.0,0,0.0,0.0,0.0,0.0,0.0,,,13,"CIB Posts, Stockbroking App Upgrade"
11/7/2022 5:05 pm,1589650178981695488,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589650178981695488,"You are the centre of our business. With customised and innovative solutions, we can be your trusted partner for growth.
Click https://t.co/u0q29P3QHN to begin.

#GoForGrowth
#TrustedPartner
#ITCANBE https://t.co/ATSr5s8ngY","https://www.stanbicibtcbank.com/nigeriabank/corporate-and-investment, https://twitter.com/StanbicIBTC/status/1589650178981695488/photo/1","1,261","1,261","339,810",3.65%,46,10,10,4.0,3,0.08%,1.0,28,29,9,0.0,9,10.0,0,0.0,0.0,0.0,0.0,0.0,,,9,"CIB Brand Campaign, CIB Posts"
11/7/2022 2:39 pm,1589613407669747713,Twitter,Tweet,Link,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1589613407669747713,Reward4Saving Live Draw - October 2022 https://t.co/UvxahctYjq,https://twitter.com/i/broadcasts/1ypKddyRpLjKW,"1,303","1,303","331,783",7.83%,102,9,9,10.0,3,3.07%,40.0,40,80,,,39,1.0,0,0.0,0.0,0.0,0.0,0.0,,,,
11/7/2022 2:35 pm,1589612622755893249,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589612622755893249,"The October #Reward4Saving promo will start soon
We apologise for the delay.
#ITCANBE https://t.co/BCJZPB8lYW",https://twitter.com/StanbicIBTC/status/1589612622755893249/photo/1,"1,250","1,250","330,398",1.92%,24,9,9,1.0,1,,,13,13,4,3.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,,,4,"CHNW Mass Retail, Reward4Saving"
11/7/2022 2:22 pm,1589609119245373440,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589609119245373440,"Dear medical practitioner, you can now access over N10m loan to grow your healthcare business.

Visit https://t.co/4VoAy2JpX0​ to choose Stanbic IBTC as your growth partner today
#GoForGrowth
#ITCANBE https://t.co/CRg5kLck7n","https://bit.ly/StanbicIBTCBCCThematicCampaign, https://twitter.com/StanbicIBTC/status/1589609119245373440/photo/1",976,976,"330,038",2.05%,20,4,4,2.0,0,0.1%,1.0,13,14,1,0.0,8,4.0,0,0.0,0.0,0.0,0.0,0.0,,,1,"BCC, BCC Thematic Campaign"
11/7/2022 12:06 pm,1589575052697149441,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589575052697149441,"Some people are getting N100,000 richer today!
Could it be you? Find out at the #Reward4Saving promo October draws, live on our social media platforms at 2pm (WAT).
Don’t miss it.
#ITCANBE https://t.co/f5yM7I5tPL",https://twitter.com/StanbicIBTC/status/1589575052697149441/photo/1,"1,558","1,558","330,763",7%,109,15,15,7.0,2,,,85,85,18,29.0,28,10.0,0,0.0,0.0,0.0,0.0,0.0,,,18,"CHNW Mass Retail, Reward4Saving"
11/7/2022 10:31 am,1589551143453351937,Twitter,Tweet,Text,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1589551143453351937,"A walk is not complete without...

#Together4ALimb
#VirtualT4AL2022
#ITCANBE",,"1,709","1,709","331,283",6.09%,104,4,4,7.0,1,,,22,22,,2.0,9,11.0,70,0.0,0.0,0.0,0.0,0.0,,,,
11/7/2022 8:00 am,1589512986129047553,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589512986129047553,"Seize the day!
Go for your goals this week, let nothing stop you.
Type ‘YES’ if you agree.

#PowerUpMonday
#MotivationMonday
#ITCANBE https://t.co/w8sBJ2ithZ",https://twitter.com/StanbicIBTC/status/1589512986129047553/photo/1,"1,456","1,456","331,305",2.95%,43,8,8,10.0,2,,,23,23,13,1.0,5,4.0,0,0.0,0.0,0.0,0.0,1.0,,,13,
11/6/2022 8:14 pm,1589335529291714561,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589335529291714561,"What is possible in art becomes thinkable in life —Brian Eno
Thank you for joining us this year at @artxlagos.
See you next year and never stop creating! 😉
#ArtX2022
#ITCANBE https://t.co/4yLNsKLeFn",https://twitter.com/StanbicIBTC/status/1589335529291714561/photo/1,"1,110","1,110","340,984",7.84%,87,3,3,5.0,1,,,78,78,47,0.0,30,1.0,0,0.0,0.0,0.0,0.0,0.0,,,47,ArtXLagos
11/6/2022 7:42 pm,1589327449447403521,Twitter,Tweet,Text,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589327449447403521,"Art patronage is important, it is a way of encouraging creativity among us.
#ArtX2022
#ITCANBE",,"1,125","1,125","329,979",1.42%,16,2,2,0.0,0,,,14,14,,2.0,8,4.0,0,0.0,0.0,0.0,0.0,0.0,,,,ArtXLagos
11/6/2022 7:38 pm,1589326491917115392,Twitter,Tweet,Text,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589326491917115392,"We need to assemble our art and culture to be able to show them to the world.
#ArtX2022
#ITCANBE",,"1,230","1,230","331,297",0.98%,12,4,4,0.0,1,,,7,7,,1.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,,,,ArtXLagos
11/6/2022 7:03 pm,1589317661200097281,Twitter,Tweet,Text,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589317661200097281,"If we don't gravitate towards our art and culture, we may lose our essence as a people.
Mr Olufemi Akinsanya
#ArtX2022
#ITCANBE",,"1,125","1,125","331,298",1.51%,17,8,8,2.0,1,,,6,6,,0.0,2,4.0,0,0.0,0.0,0.0,0.0,1.0,,,,ArtXLagos
11/6/2022 7:01 pm,1589317119505825792,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589317119505825792,"And the discussion begins with Mr Olufemi Akinsanya.
Stop by at the @artxlagos talks hall to join the conversation.
#ITCANBE https://t.co/TAFYk1xj9H",https://twitter.com/StanbicIBTC/status/1589317119505825792/photo/1,983,983,"339,666",2.75%,27,4,4,1.0,0,,,22,22,17,1.0,3,1.0,0,0.0,0.0,0.0,0.0,0.0,,,17,ArtXLagos
11/6/2022 7:00 pm,1589316863397400581,Twitter,Tweet,Text,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589316863397400581,"You can never put art in a box.
Artists are storytellers and they help us to document history for posterity 
Mr Olufemi Akinsanya
#ArtX2022
#ITCANBE",,982,982,"329,981",0.51%,5,3,3,1.0,0,,,1,1,,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,,,,ArtXLagos
11/6/2022 6:25 pm,1589308103694192641,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1589308103694192641,"Hi guys, we are live at @artxlagos
Stop by as we speak on building an art collection in Africa.
#ITCANBE https://t.co/NLGzl54IfM",https://twitter.com/StanbicIBTC/status/1589308103694192641/photo/1,962,962,"340,984",1.98%,19,3,3,1.0,1,,,14,14,8,0.0,2,4.0,0,0.0,0.0,0.0,0.0,0.0,,,8,ArtXLagos
11/6/2022 6:23 pm,1589307383175868416,Twitter,Tweet,Photo,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1589307383175868416,The satisfaction of having all your bills covered at the beginning of the month 😎 https://t.co/WqadIyROTm,https://twitter.com/StanbicIBTC/status/1589307383175868416/photo/1,"1,320","1,320","331,647",3.11%,41,5,5,1.0,2,,,33,33,31,,1,1.0,0,0.0,0.0,0.0,0.0,0.0,,,31,
11/6/2022 2:05 pm,1589242477244043266,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589242477244043266,"Seize the opportunity today to blossom 😁 
Enjoy special offers when you convert your existing current account to a Blue Blossom Current Account, designed for women in business. 
Send an email to enterprisedirect@stanbicibtc.com to get started.
#ITCANBE https://t.co/qQHNK3pJyN",https://twitter.com/StanbicIBTC/status/1589242477244043266/photo/1,"1,059","1,059","329,969",2.93%,31,11,11,3.0,0,,,17,17,12,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,,,12,"BCC, Blue Blossom"
11/6/2022 10:10 am,1589183335477256192,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1589183335477256192,"One day till 70 people get rewarded for saving!
Type ‘YES’ if you are one of them.

#Reward4Saving
#ITCANBE https://t.co/vwzOQQsRqp",https://twitter.com/StanbicIBTC/status/1589183335477256192/photo/1,"1,823","1,823","330,880",4.17%,76,18,18,25.0,4,,,29,29,9,3.0,12,5.0,0,0.0,0.0,0.0,0.0,0.0,,,9,"CHNW Mass Retail, Reward4Saving"
11/5/2022 6:05 pm,1588940490321313795,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588940490321313795,"You don’t want to work for other people to enjoy. So, get your health in check. 
Get the Stanbic IBTC mobile app and log in to the @easewallet module to access healthcare with as low as N600 monthly.
Download here:
Android: https://t.co/dOFaoG4Ypu
iOS: https://t.co/gcn1HkhAY3 https://t.co/4RZgpldZ38","https://bit.ly/StanbicIBTCMobileAppAndroid, https://apple.co/3U0UbSC, https://twitter.com/StanbicIBTC/status/1588940490321313795/photo/1","1,319","1,319","331,250",4.55%,60,9,9,11.0,2,0.68%,9.0,29,38,9,,15,5.0,0,0.0,0.0,0.0,0.0,0.0,,,9,"CHNW Mass Retail, Wella Health"
11/5/2022 12:00 pm,1588848622015320065,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588848622015320065,"Just our way of rewarding your commitment and loyalty to us over the years 💙 💙 
Visit https://t.co/AzEX8dy0Jp to learn more.​​​
#ITCANBE https://t.co/P2Avw5aUaD","https://www.stanbicibtc.com/nigeriaholdings/Stanbic-IBTC-Holdings/loyalty-scheme, https://twitter.com/StanbicIBTC/status/1588848622015320065/photo/1",886,886,"329,908",4.18%,37,8,8,3.0,1,0.56%,5.0,20,25,3,0.0,14,3.0,0,0.0,0.0,0.0,0.0,0.0,,,3,Group Loyalty Program
11/5/2022 9:00 am,1588803315512578054,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588803315512578054,"Have you heard that some naira notes are changing? Here is what you need to know about the issuance of new naira notes by the CBN. Visit https://t.co/9RlJ1oaacc to see a full list of branches open on Saturday for cash processing.
#ITCANBE https://t.co/3vM99m79fT","https://www.stanbicibtcbank.com/static_file/Nigeria/nigeriabank/Personal/FileDownloads/Stanbic%20IBTC%20Cash%20Processing%20Branches.pdf, https://twitter.com/StanbicIBTC/status/1588803315512578054/photo/1, https://twitter.com/StanbicIBTC/status/1588803315512578054/photo/1","1,104","1,104","331,504",7.79%,86,6,6,4.0,2,0.82%,9.0,65,74,53,0.0,9,3.0,0,0.0,0.0,0.0,0.0,0.0,,,53,
11/4/2022 9:00 pm,1588622148133961728,Twitter,Tweet,Text,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588622148133961728,"If you had the chance to make any wish, come true, what would it be?

#FridayThoughts",,"6,807","6,807","331,119",2.51%,171,41,41,49.0,4,,,77,77,,7.0,51,19.0,0,0.0,0.0,0.0,0.0,0.0,,,,
11/4/2022 5:00 pm,1588561824471027714,Twitter,Tweet,Video,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588561824471027714,"Want to take advantage of the new RSA mortgage policy?
Watch Nike Bajomo, Executive Director, Business Development, Stanbic IBTC Pension Managers, on Channels TV discussing how you can get it.
For more enquiries, send us a DM or email pensionsolution@stanbicibtc.com
#ITCANBE https://t.co/hLJVChynpP",https://twitter.com/StanbicIBTC/status/1588561824471027714/video/1,"1,041","1,041","331,396",4.9%,51,9,9,1.0,3,,,38,38,28,0.0,8,2.0,0,0.0,0.0,0.0,0.0,0.0,,109,111,Weekly Wealth Posts
11/4/2022 4:30 pm,1588554243354644480,Twitter,Tweet,Video,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588554243354644480,"Stanbic IBTC PMI registers at 53.5 in October as business conditions improve, albeit at a softer pace.
Here are the major highlights.
#ITCANBE
#StanbicIBTCPMI https://t.co/wZ0D8oU19z",https://twitter.com/StanbicIBTC/status/1588554243354644480/video/1,753,753,"329,914",2.26%,17,2,2,1.0,1,,,13,13,11,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,,63,64,CIB Posts
11/4/2022 3:53 pm,1588544985422495744,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1588544985422495744,"#ThrowBack to when we walked #Together4ALimb in 2021.
Join us to make an impact this year
#VirtualT4AL2022
#ITCANBE https://t.co/xPZ5KT2pv2",https://twitter.com/StanbicIBTC/status/1588544985422495744/photo/1,833,833,"329,912",5.28%,44,3,3,1.0,1,,,39,39,33,3.0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,,,33,Together4ALimb
11/4/2022 2:05 pm,1588517737655042048,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588517737655042048,"Go for seamless payments for your customers, use the Stanbic IBTC POS
To get started, visit https://t.co/M1S80ImRPE

#ITCANBE https://t.co/AnXu62BClY","https://bit.ly/StanbicIBTCBankPOS, https://twitter.com/StanbicIBTC/status/1588517737655042048/photo/1",858,858,"329,847",3.61%,31,10,10,2.0,0,0.35%,3.0,16,19,8,0.0,7,1.0,0,0.0,0.0,0.0,0.0,0.0,,,8,BCC Digital Lending
11/4/2022 11:51 am,1588484155842514946,Twitter,Tweet,Photo,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1588484155842514946,"We recently co-sponsored the maiden edition of the @BuyLetLive_ Stakeholder Engagement Forum (SEF) where real estate investors and industry experts converged to discuss trends, emerging challenges and opportunities in the real estate sector. https://t.co/ZyExrPCZke",https://twitter.com/StanbicIBTC/status/1588484155842514946/photo/1,"1,497","1,497","334,999",2.74%,41,5,5,5.0,3,,,28,28,19,,8,1.0,0,0.0,0.0,0.0,0.0,0.0,,,19,
11/4/2022 9:33 am,1588449308927459328,Twitter,Tweet,Video,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1588449308927459328,"Today, we're taking it back to ART X Modern at ART X Lagos 2019, a section dedicated to pioneers of African modern art from the 20th Century. https://t.co/aCmvYqtP2u",https://twitter.com/StanbicIBTC/status/1588449308927459328/video/1,"1,091","1,091","331,140",3.21%,35,6,6,4.0,1,,,24,24,16,,5,3.0,0,0.0,0.0,0.0,0.0,0.0,,89,89,ArtXLagos
11/4/2022 9:02 am,1588441616410611712,Twitter,Tweet,Video,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1588441616410611712,"Today, we're taking it back to ART X Modern at ART X Lagos 2019, a section dedicated to pioneers of African modern art from the 20th Century. https://t.co/PpGPCJMzMZ",https://twitter.com/StanbicIBTC/status/1588441616410611712/video/1,,,"329,795",,,,,,,,,,,,,,,,,,,,,,,,
11/3/2022 4:00 pm,1588184274179596289,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588184274179596289,"Are you working on an infrastructure project? 
Partner with us to make visions of massive proportions come to life and earn returns while at it.
For more details, send an email to infrafund@stanbicibtc.com.
#ITCANBE https://t.co/Lavu2w6Je7",https://twitter.com/StanbicIBTC/status/1588184274179596289/photo/1,"1,143","1,143","331,106",3.06%,35,6,6,8.0,1,,,20,20,4,1.0,8,7.0,0,0.0,0.0,0.0,0.0,0.0,,1,5,"Infrastructure Fund, Weekly Wealth Posts"
11/3/2022 1:10 pm,1588141452936314881,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1588141452936314881,"#ThrowBack to when we walked #Together4ALimb in 2022.
Join us to make an impact this year!
#VirtualT4AL2022
#ITCANBE https://t.co/DfVZVjLZqM",https://twitter.com/StanbicIBTC/status/1588141452936314881/photo/1,929,929,"331,092",7.86%,73,9,9,3.0,1,,,60,60,47,2.0,10,1.0,0,0.0,0.0,0.0,0.0,0.0,,,47,Together4ALimb
11/3/2022 1:00 pm,1588138946374017024,Twitter,Tweet,Text,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588138946374017024,"How do you say walk in your language?

#Together4ALimb
#VirtualT4AL2022
#ITCANBE",,"3,290","3,290","329,774",1.34%,44,9,9,15.0,1,,,19,19,,1.0,11,7.0,0,0.0,0.0,0.0,0.0,0.0,,,,Together4ALimb
11/3/2022 9:00 am,1588078568612954112,Twitter,Tweet,Video,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1588078568612954112,"Who are the board game pros?
Identify yourselves 😄 

#ThrowbackThursday https://t.co/dxmYewofek",https://twitter.com/StanbicIBTC/status/1588078568612954112/video/1,"1,242","1,242","331,167",2.66%,33,9,9,9.0,2,,,13,13,6,0.0,5,2.0,0,0.0,0.0,0.0,0.0,0.0,,102,102,
11/2/2022 6:00 pm,1587852207814230016,Twitter,Tweet,Video,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1587852207814230016,"Congratulations to our September winners! ​
Seven people became millionaires and 70 people won N100,000 each.​
You too can be rewarded for saving. Simply deposit N10,000 into a new or existing savings account or @easewallet account to qualify.​
#Reward4Saving​
#ITCANBE https://t.co/ABXMa4mjX9",https://twitter.com/StanbicIBTC/status/1587852207814230016/video/1,"2,147","2,147","331,226",7.82%,168,21,21,21.0,4,,,122,122,67,5.0,44,6.0,0,0.0,0.0,0.0,0.0,0.0,,253,255,"CHNW Mass Retail, Reward4Saving"
11/2/2022 3:51 pm,1587819640599859202,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1587819640599859202,"Investing for your future is easy with us.
If you haven’t started, what are you waiting for? Open a Money Market account or any of our other diverse Mutual Funds options via  https://t.co/k0iiEGzohu
#WealthWednesday
#ITCANBE https://t.co/CS83rPQtQx","https://bit.ly/StanbicIBTCAssetManagement, https://twitter.com/StanbicIBTC/status/1587819640599859202/photo/1, https://twitter.com/StanbicIBTC/status/1587819640599859202/photo/1, https://twitter.com/StanbicIBTC/status/1587819640599859202/photo/1, https://twitter.com/StanbicIBTC/status/1587819640599859202/photo/1",961,961,"329,710",6.87%,66,6,6,6.0,0,0.42%,4.0,50,54,35,1.0,10,4.0,0,0.0,0.0,0.0,0.0,0.0,,,35,Weekly Wealth Posts
11/2/2022 10:30 am,1587738992027619328,Twitter,Tweet,Photo,'@StanbicIBTC,Damilare Oyekanmi,https://twitter.com/StanbicIBTC/status/1587738992027619328,"Hands in the air to the Nigerian U17 female football team 🙌🏾
There is more to come, because Insurance covers you. 😉
Join the winning team, send an email to insure@stanbicibtc.com or call 01 270 6801 to get started with our insurance plan.

#ITCANBE
#GoForLife https://t.co/lPEb2daE35",https://twitter.com/StanbicIBTC/status/1587738992027619328/photo/1,"1,230","1,230","331,066",3.74%,46,9,9,5.0,2,0.08%,1.0,29,30,4,1.0,17,7.0,0,0.0,0.0,0.0,0.0,0.0,,,4,
11/1/2022 3:00 pm,1587444437264777217,Twitter,Tweet,Video,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1587444437264777217,"Affordable healthcare at your fingertips!
Get the Stanbic IBTC mobile app and log in to the @easewallet module to access healthcare with as low as N600 monthly.
Download here:
Android: https://t.co/EPUQPCiht1
iOS: https://t.co/vLKBZLF4Sg
#ITCANBE https://t.co/BBL9dfPPAY","https://play.google.com/store/apps/details?id=com.stanbicibtc.mobile&hl=en&gl=US, https://apps.apple.com/us/app/stanbic-ibtc-mobile-app/id1167007240?platform=iphone, https://twitter.com/StanbicIBTC/status/1587444437264777217/video/1","1,318","1,318","338,013",4.02%,53,5,5,7.0,2,0.38%,5.0,34,39,11,0.0,19,4.0,0,0.0,0.0,0.0,0.0,0.0,,114,114,"CHNW Mass Retail, Wella Health"
11/1/2022 8:00 am,1587338658323091457,Twitter,Tweet,Photo,'@StanbicIBTC,Sophia Amuka,https://twitter.com/StanbicIBTC/status/1587338658323091457,"We wish you loads of peace in this new month.​​
Welcome to November! 💙 

#November
#newmonth
#ITCANBE https://t.co/befmacQxtL",https://twitter.com/StanbicIBTC/status/1587338658323091457/photo/1,"2,534","2,534","330,926",3.24%,82,21,21,16.0,1,,,44,44,14,0.0,26,4.0,0,0.0,0.0,0.0,0.0,0.0,,,14,
10/31/2022 6:56 pm,1587141572235329540,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1587141572235329540,"Hey guys, we are at a spot close to you! 😉
Stop by when you see us, we are ready to provide you with all the financial services you need.
#ITCANBE https://t.co/XpKQDn7Vy3",https://twitter.com/StanbicIBTC/status/1587141572235329540/photo/1,566,566,"329,585",3.89%,22,3,3,3.0,0,,,16,16,11,0.0,2,3.0,0,0.0,0.0,0.0,0.0,0.0,,,11,
10/31/2022 6:26 pm,1587133806800257037,Twitter,Tweet,Photo,'@StanbicIBTC,Blessing Ubah,https://twitter.com/StanbicIBTC/status/1587133806800257037,"Tick your calendars! 
We go again this year.😉
#Together4ALimb
#VirtualT4AL2022
#ITCANBE https://t.co/n6STH4BXzd",https://twitter.com/StanbicIBTC/status/1587133806800257037/photo/1,"1,145","1,145","329,585",1.57%,18,4,4,2.0,0,0.09%,1.0,11,12,3,1.0,5,2.0,0,0.0,0.0,0.0,0.0,0.0,,,3,Together4ALimb
10/31/2022 3:44 pm,1587093281724252160,Twitter,Tweet,Video,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1587093281724252160,"ART X Lagos, The leading international art fair in West Africa, returns for its seventh edition from 4 to 6 November at The Federal Palace, Lagos. https://t.co/dpl0rIBQBf",https://twitter.com/StanbicIBTC/status/1587093281724252160/video/1,"1,273","1,273","329,548",1.96%,25,3,3,4.0,0,,,18,18,6,,12,0.0,0,0.0,0.0,0.0,0.0,0.0,,130,130,ArtXLagos
10/31/2022 3:07 pm,1587083787078406145,Twitter,Tweet,Text,'@StanbicIBTC, ,https://twitter.com/StanbicIBTC/status/1587083787078406145,"Which of the Stanbic IBTC subsidiaries sponsors the ArtXLagos?
Hurry now to answer the question to win a free ticket to ArtXLagos 2022 holding at the Federal Palace Hotel on Friday 04 November 2022 and Saturday 05 November 2022. The first correct response wins a ticket.",,"3,662","3,662","330,892",1.86%,68,9,9,15.0,1,,,43,43,,,29,14.0,0,0.0,0.0,0.0,0.0,0.0,,,,
