Date,Content Type,Sent by,Post,Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
2020-06-30 20:31:00,Photo,Aramide Salami,"There is no better time than now to discuss the necessity for insurance considering the COVID19 pandemic. In commemoration of the #NationalInsuranceAwarenessDay, we held a media parley yesterday to discuss the necessity of insurance in securing the future and protecting what’s important.  Take out a policy today. Call 01 2770394 or email insurancesolution@stanbicibtc.com to get started. #ItCanBe",2484.0,2313.0,2313.0,3.02,3.24,75.0,75.0,75.0,0.0,0.0
2020-06-16 20:00:00,Photo,Aramide Salami,Buy airtime with *909*Amount# and keep talking!,2486.0,2313.0,2313.0,2.94,3.16,73.0,65.0,65.0,8.0,0.0
2021-11-29 13:40:00,Photo,Other,"#Repost adenikeoyetunde
...
What a fulfilling weekend spent walking for a cause that matters.👏✌

By walking #Together4ALimb with @StanbicIBTC, I joined my voice to raise awareness for children with limb loss.
#VirtualT4AL2021
#ItCanBe 

I attached my certificate of completion and as I post, I'm setting out for another round of walking. 

When last did you walk guys? 

Thank you!

#ITCANBE",2420.0,2310.0,2310.0,1.57,1.65,38.0,36.0,36.0,2.0,0.0
2021-09-07 17:10:00,Video,Other,"Do you have your fitness kits ready? 💪🏾
We go hard on health and wealth this Saturday.
Don't be left out!
TIME: 9:00am
To register, visit here: https://bit.ly/StanbicIBTCVirtualFitnessSession

#ITCANBE",2442.0,2310.0,2310.0,3.28,3.46,80.0,66.0,66.0,14.0,0.0
2020-06-18 10:00:00,Photo,Aramide Salami,Don’t leave home without a mask! #StaySafe,2480.0,2310.0,2310.0,2.38,2.55,59.0,53.0,53.0,6.0,0.0
2020-01-04 10:00:00,Photo,Aramide Salami,"Your dream career is attainable. You just have to work for it!
#CareerTip",2512.0,2310.0,2310.0,3.26,3.55,82.0,79.0,79.0,0.0,3.0
2019-09-14 16:00:00,Photo,Aramide Salami,"#CareerTip 
Communicating with people in the workplace can be tricky at times. Communicating effectively requires you to understand people, making it easier to work with them.",3006.0,2310.0,2310.0,3.49,4.55,105.0,98.0,98.0,5.0,2.0
2021-10-30 15:00:00,Photo,Blessing Ubah,"Calling all geniuses!
Drop your answers in the comments.

#ITCANBE",2482.0,2307.0,2307.0,1.89,2.04,47.0,32.0,32.0,14.0,1.0
2020-07-16 14:00:00,Photo,Aramide Salami,"Comment if you know the answer.
#Trivia #TriviaThursday #ItCanBe",2499.0,2307.0,2307.0,2.48,2.69,62.0,49.0,49.0,10.0,3.0
2022-11-04 05:57:00,Carousel,Blessing Ubah,"#ThrowBack to when we walked #Together4ALimb in 2021.
Join us to make an impact this year
#VirtualT4AL2022
#ITCANBE",2597.0,2304.0,2304.0,2.85,3.21,74.0,64.0,64.0,10.0,0.0
2021-07-06 10:02:00,Photo,Kemi Amoo,"How do you organise your finances?
Here are three tips to help you manage your money.

#FinancialTip",2450.0,2304.0,2304.0,2.53,2.69,62.0,46.0,46.0,9.0,7.0
2021-04-24 16:09:00,Photo,Blessing Ubah,"We all know that one person that is always a game changer once he or she is on the field.
Tell us the game changer of your favorite team.
#ITCANBE",2490.0,2304.0,2304.0,1.89,2.04,47.0,39.0,39.0,4.0,4.0
2020-07-23 14:00:00,Video,Aramide Salami,"Don’t splurge on what you don’t need. With as little as N5000, you can invest in Mutual Funds! Call us on 01 280 1266 or send an email to assetmanagement@stanbicibtc.com to get started.

#NeverStopInvesting #ItCanBe",2486.0,2304.0,2304.0,2.65,2.86,66.0,58.0,58.0,6.0,2.0
2019-12-26 11:00:00,Photo,Aramide Salami,"Empower someone today with an easy to open bank account by dialing *909#, selecting @easewallet and following the simple prompts. To learn more please call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.",2477.0,2304.0,2304.0,2.66,2.86,66.0,63.0,63.0,0.0,3.0
2019-12-04 16:47:00,Photo,Aramide Salami,"Tis’ the season for free airtime!
Buy airtime with *909# and get a 90.9% bonus airtime!
Please note that the bonus airtime will be received within 24 hours. Offer valid for 30 minutes from 9:09 - 9:39 am/pm on the following days December 9, 25, 26 31 and January 1. T&Cs apply!",2658.0,2304.0,2304.0,3.61,4.17,96.0,79.0,79.0,10.0,7.0
2019-12-03 11:42:00,Photo,Aramide Salami,We believe that being disabled shouldn’t stop you from progressing into the future and that’s why we walk #Together4ALimb. #WorldDisabilityDay,2663.0,2304.0,2304.0,4.02,4.64,107.0,106.0,106.0,0.0,1.0
2019-11-12 11:00:00,Photo,Aramide Salami,We got you covered with the #BestInsuranceDeals. Contact us on 01 277 0394 or email insurancesolution@stanbicibtc.com for more details.,2749.0,2304.0,2304.0,3.27,3.91,90.0,82.0,82.0,6.0,2.0
2019-09-02 11:00:00,Photo,Aramide Salami,"If at first you don’t succeed, try, try and try again. #MondayMotivation #PowerUpMonday",2973.0,2304.0,2304.0,4.1,5.3,122.0,112.0,112.0,5.0,5.0
2023-03-02 09:57:00,Photo,Damilare Oyekanmi,"Mark your calendars for our #BlueTalks webinar on Friday, 03 March 2023, where we will discuss how to stay one step ahead of scammers and manage your passwords like a pro.
TIME: 3 pm
VENUE: YouTube, Facebook, Twitter, and LinkedIn.

#Cybersecurity
#ITCANBE",2510.0,2301.0,2301.0,5.02,5.48,126.0,35.0,35.0,90.0,1.0
2022-06-03 13:33:00,Photo,Other,"Thank you mummies and daddies for helping the children in participating in this year's Stanbic IBTC children's day competition. 
Winners will be announced soon 😀
#MyDreamsCanBe
#ITCANBE",2451.0,2301.0,2301.0,3.39,3.61,83.0,63.0,63.0,19.0,1.0
2022-02-12 20:16:00,Photo,Blessing Ubah,"Mutual funds with Stanbic IBTC is more than just an investment. 
Now you can get loans of up to 10 million Naira with your Mutual Funds account.
Download the Stanbic IBTC Super App to access it!
#ITCANBE 
#GoForIt",2378.0,2301.0,2301.0,2.1,2.17,50.0,33.0,33.0,14.0,3.0
2021-11-15 18:21:00,Photo,Blessing Ubah,"Trade stocks the faster and smarter way. 
It's free to get started and we are here to help.
Send an email to StartWithZero@stanbicibtc.com to open a stockbroking account with zero naira!

#ITCANBE
#StartWithZero
#Stocks",2415.0,2301.0,2301.0,2.28,2.39,55.0,32.0,32.0,20.0,3.0
2020-08-27 17:01:00,Carousel,Other,"Here is a #Throwback to when we marked this year's World Humanitarian Day by donating cooking fuels and food items to Bakassi IDP camp in Borno, as part of the Stanbic IBTC @ 30 community project.

#StanbicIBTC30at30",2848.0,2301.0,2301.0,4.92,6.08,140.0,129.0,129.0,11.0,0.0
2020-06-29 15:47:00,Video,Other,"Do you agree that you need a game plan to retire well?

1.Yes
2. If I hear – leave story joor
3. No
#ItCanBe",2554.0,2301.0,2301.0,3.48,3.87,89.0,83.0,83.0,6.0,0.0
2022-07-03 16:00:00,Photo,Blessing Ubah,"Shopping just got better because of the pension e-loyalty card!
Head over to the Pension module of the Super App to get yours now!​
#ITCANBE",2715.0,2298.0,2298.0,2.76,3.26,75.0,67.0,67.0,8.0,0.0
2021-01-26 17:46:00,Photo,Blessing Ubah,"Don’t let the future of your family be uncertain, let us help you protect it with a will. 

Visit the link in our bio and click “Enquiries” and we will contact you.

#ITCANBE",2434.0,2298.0,2298.0,2.59,2.74,63.0,59.0,59.0,2.0,2.0
2020-12-04 09:00:00,Photo,Blessing Ubah,"The weekend is almost here; have you got any plans?

Share with us!

#ITCANBE",2460.0,2298.0,2298.0,3.21,3.44,79.0,77.0,77.0,1.0,1.0
2020-09-26 14:00:00,Photo,Blessing Ubah,"A home isn’t just where you live, it’s where your children take their first steps, it’s where love is shared and memories are made. 
Take a step to protect it with the #BestInsuranceDeals from us. 
Fill in your details in the link in our bio and let’s get you started.
 #ItCanBe",2555.0,2298.0,2298.0,2.78,3.09,71.0,71.0,71.0,0.0,0.0
2020-02-13 11:00:00,Photo,Aramide Salami,#DidYouKnow that the Cross River National Park is home to over 300 species of butterflies. #NaijaLife,2550.0,2298.0,2298.0,3.1,3.44,79.0,73.0,73.0,3.0,3.0
2022-06-02 12:16:00,Photo,Blessing Ubah,"Overall best in blogging, but are you securing your future? 
You can start today with flexible contributions to secure a memorable future with the Stanbic IBTC MicroPension plan.
​Visit https://bit.ly/StanbicIBTCMicroPensionAccount  now to get started.
This message is brought to you by National Pension Commission (PenCom) and Pension Operators of Nigeria (PenOp)​.
#ITCANBE",2413.0,2294.0,2294.0,1.95,2.05,47.0,42.0,42.0,3.0,2.0
2021-12-22 13:10:00,Photo,Blessing Ubah,"You too can be among the first 5000 people to win N500 in the Stanbic IBTC eNaira promo. 
Enjoy the ease and security of making payments with your eNaira account via our Mobile app and Internet Banking Platform. 
#ITCANBE",2505.0,2294.0,2294.0,2.0,2.18,50.0,41.0,41.0,5.0,4.0
2021-06-21 18:07:00,Carousel,Other,"The African Public Relations Association (APRA) 2021 virtual conference was held recently and the Head of Trade, Stanbic IBTC Bank, Jesuseun Fatoyinbo, highlighted some facts about the African Continental Free Trade Area (AfCFTA) agreement to member states.

Here are the highlights.",2837.0,2294.0,2294.0,2.01,2.48,57.0,48.0,48.0,5.0,4.0
2021-03-16 16:17:00,Photo,Blessing Ubah,"Let them mirror your morals. 
Don’t just tell them, show them the right thing to do.
#StaySafe
#ITCANBE",2524.0,2294.0,2294.0,3.17,3.49,80.0,74.0,74.0,6.0,0.0
2019-08-12 18:00:00,Photo,Aramide Salami,"If you’ve ever wondered how to make sense of the stock markets, we can help with that. 
Call us now on 01 422 0004 or send an email to stockbroking@stanbicibtc.com  to get started.",2935.0,2294.0,2294.0,3.58,4.58,105.0,91.0,91.0,11.0,3.0
2022-08-16 12:11:00,Photo,Blessing Ubah,"Invest in a new phone today, with the Stanbic IBTC Device Financing?
Dial *909*21# to get started.
�#ITCANBE",2431.0,2291.0,2291.0,2.34,2.49,57.0,37.0,37.0,15.0,5.0
2021-04-18 08:00:00,Video,Other,"How fast the school term goes! 🤦🏾‍♀️
Don’t worry, we’ve got you.
Simply visit the link in our bio and click on ‘Save towards your children’s education with a Stanbic IBTC Education Trust’, to know more.
#SET 
#ITCANBE",2515.0,2291.0,2291.0,2.47,2.71,62.0,54.0,54.0,6.0,2.0
2021-01-17 15:01:00,Photo,Blessing Ubah,"They say the notification of a credit alert is like medicine to the soul, how much more when the money is from the abroad 😀 

You can now receive or transfer in dollars with your domiciliary account wherever you are!

Visit www.stanbicibtc.com for more details.

#ITCANBE",2447.0,2291.0,2291.0,1.76,1.88,43.0,41.0,41.0,0.0,2.0
2020-11-13 20:02:00,Carousel,Other,"Thank you for joining our Twitter chat session on The ABCs of the Stanbic IBTC Guaranteed Investment Fund. 

#ICYMI, here are the highlights.
If you have questions, please visit the link in our bio and click ‘Enquiries’, leave your details and we will reach out to you!

#ITCANBE",2797.0,2291.0,2291.0,3.5,4.28,98.0,91.0,91.0,3.0,4.0
2020-09-28 13:50:00,Photo,Blessing Ubah,"After an intensive recruitment process, we are pleased to welcome our digital graduate trainees to the Stanbic IBTC family! 

#DigiTAP
#ItCanBe",2501.0,2291.0,2291.0,2.24,2.44,56.0,54.0,54.0,2.0,0.0
2020-09-03 14:00:00,Photo,Blessing Ubah,"Pay school fees as fast as you can say it with the Super App! 
Download now by clicking the link in our bio.
 
#APPyness
#LikeAHero",2448.0,2291.0,2291.0,2.37,2.53,58.0,53.0,53.0,5.0,0.0
2020-09-01 16:32:00,Photo,Other,"Pay on the uLesson Learning platform with your Stanbic IBTC Mastercard and get up to 10% discount and get your wards set for WAEC and JAMB. 

Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details

#ItCanBe",2549.0,2291.0,2291.0,1.92,2.14,49.0,47.0,47.0,1.0,1.0
2020-05-27 21:13:00,Photo,Other,"Posted @withregram • 
@hiflnigeria A warm congratulations 🎉 to 'The Falz_d' who has roared like a lion over his opponent by defeating 💪🏼 in a tight fisted thrilling football game.

Can he roar again in the finals? 
Watch out for him on Friday 29th of May 2020 at 4pm.

#PlayIndoors #HiFL2020",2402.0,2291.0,2291.0,2.58,2.71,62.0,59.0,59.0,3.0,0.0
2020-02-24 20:00:00,Photo,Other,Be protected from unplanned future expenses. Get the #BestInsuranceDeals when you call us on 01 277 0394 or email Insurancesolution@stanbicibtc.com,2469.0,2291.0,2291.0,3.69,3.97,91.0,89.0,89.0,1.0,1.0
2020-02-17 15:27:00,Photo,Aramide Salami,Making progress real is what we have done so far and what we’ll continue to do #Together4ALimb,2467.0,2291.0,2291.0,3.0,3.23,74.0,72.0,72.0,2.0,0.0
2019-10-31 13:00:00,Photo,Aramide Salami,"Join us at our Art X Modern panel session from 4:30PM on 03 November, 2019 and take your first steps towards investing in art. #MoreThanAnArtFair",2806.0,2291.0,2291.0,3.46,4.23,97.0,84.0,84.0,10.0,3.0
2022-12-21 08:14:00,Photo,Blessing Ubah,"The festival of the year is here! 💃🏾🕺🏾
Are you ready to have the time of your life?
See you at 12pm.
Venue: Livespot Entertarium, 4 Oba Elegushi Road, Ikate, Lekki.
#IgniteYourFuze
#ITCANBE​",2501.0,2288.0,2288.0,2.4,2.62,60.0,51.0,51.0,7.0,2.0
2022-10-09 18:08:00,Photo,Blessing Ubah,"How many did you get right? 😀 
For every financial goal you have, we have solutions to help you achieve it.
#ITCANBE",2480.0,2288.0,2288.0,1.9,2.05,47.0,37.0,37.0,10.0,0.0
2022-06-12 15:13:00,Photo,Blessing Ubah,"Those goals and plans you had in January, how far have you gone with them?​
Let’s see your answers below! 👇🏽 
#ITCANBE",2483.0,2288.0,2288.0,1.29,1.4,32.0,23.0,23.0,7.0,2.0
2022-05-07 08:00:00,Photo,Blessing Ubah,"Sustainable Development Goal (SDG) 3 is focused on ensuring healthy living and promoting well-being for all. 
Visit the link in our bio and click  on ‘Sustainability Saturday’ to know more about SDG 3
#SDG3
#GoodHealthandWellbeing
#SustainabilitySaturday
#ITCANBE",2438.0,2288.0,2288.0,2.38,2.53,58.0,38.0,38.0,20.0,0.0
2021-06-28 09:00:00,Photo,Kemi Amoo,"Don’t be distracted by the brightness of another person’s success. Now is the time to focus on your journey to becoming a better person. 
May this week be good to you. 
#PowerUpMonday
#MotivationMonday",2431.0,2288.0,2288.0,2.84,3.02,69.0,59.0,59.0,10.0,0.0
2021-03-06 11:40:00,Photo,Blessing Ubah,"Face is to Mask as Hand is to Sanitiser.
Don’t leave your house without them.

#StaySafe
#ITCANBE",2420.0,2288.0,2288.0,2.89,3.06,70.0,67.0,67.0,3.0,0.0
2020-11-14 10:00:00,Photo,Other,"#Repost @olubusayo_doa
• • • • • •
Lagos, Nigeria

#Together4alimb #virtualt4al2020",2435.0,2288.0,2288.0,1.89,2.01,46.0,45.0,45.0,0.0,1.0
2019-12-23 13:00:00,Photo,Aramide Salami,What better time to share and give! Make the holiday memorable for your loved ones. Gift them StanbicIBTC Mutual Funds today. Click the link in our bio to get started.  #NeverStopInvesting #StanbicIBTC,2484.0,2288.0,2288.0,3.1,3.37,77.0,74.0,74.0,1.0,2.0
2023-02-08 15:47:00,Photo,Blessing Ubah,"Secure your future with the gift of investing in the stock market. 
Send an email to StartWithZero@stanbicibtc.com to open a stockbroking account today.​
#TrustedPartner​
#ITCANBE",2563.0,2285.0,2285.0,2.69,3.02,69.0,45.0,45.0,22.0,2.0
2021-03-14 15:27:00,Photo,Blessing Ubah,"Your Internet Banking and Mobile App login details are for you and you alone. 
If you suspect that your details have been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com immediately.

#ITCANBE",2312.0,2285.0,2285.0,2.68,2.71,62.0,54.0,54.0,7.0,1.0
2021-03-09 12:07:00,Video,Other,"Like the saying goes “Better to be safe than sorry”. 

Plan  with the #BestInsuranceDeals from us.

Visit the link in our bio and click on ‘Let’s help you get the best insurance deals’ to learn more.

#ITCANBE",2437.0,2285.0,2285.0,2.5,2.67,61.0,59.0,59.0,1.0,1.0
2020-08-06 15:00:00,Photo,Aramide Salami,"Start your journey to financial freedom when you invest in mutual funds with just N5,000. Call 01 280 1266 or email assetmanagement@stanbicibtc.com for more details.

#NeverStopInvesting 
#MutualFunds
#ItCanBe",2414.0,2285.0,2285.0,3.02,3.19,73.0,59.0,59.0,10.0,4.0
2020-02-08 16:00:00,Photo,Aramide Salami,"Don’t share your personal or card details with untrusted sources via email, telephone or on shady websites when shopping for February 14. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.",2467.0,2285.0,2285.0,3.2,3.46,79.0,77.0,77.0,0.0,2.0
2019-11-15 11:00:00,Photo,Aramide Salami,"Now is the time to secure your family’s future happiness with a Will. 
Call 01 270 6800 or email sitlagency@stanbicibtc.com for more details.",2588.0,2285.0,2285.0,3.25,3.68,84.0,75.0,75.0,4.0,5.0
2022-11-06 13:32:00,Photo,Blessing Ubah,"Seize the opportunity today to blossom 🙂 
Enjoy special offers when you convert your existing current account to a Blue Blossom Current Account, designed for women in business. ​
Send an email to enterprisedirect@stanbicibtc.com to get started.​
#ITCANBE",2401.0,2282.0,2282.0,1.75,1.84,42.0,30.0,30.0,11.0,1.0
2022-08-08 07:51:00,Photo,Blessing Ubah,"You see that thing you wanted to do, get to it!
Today is a gift given to you to achieve those goals
#GoForIt
#MotivationMonday
#ITCANBE",2525.0,2282.0,2282.0,2.38,2.63,60.0,53.0,53.0,5.0,2.0
2022-06-04 14:19:00,Photo,Blessing Ubah,"As for us, June will do us real good 😉 
#ITCANBE",2491.0,2282.0,2282.0,2.69,2.94,67.0,55.0,55.0,10.0,2.0
2022-04-06 17:38:00,Photo,Other,"Tune in to Smooth FM 98.1 this Thursday at 6:30AM as Olubiyi Adekunbi, Manager Stanbic IBTC Real Estate Investment discusses challenges facing the Real Estate sector in Nigeria.
#ITCANBE",2404.0,2282.0,2282.0,2.66,2.8,64.0,42.0,42.0,20.0,2.0
2020-12-15 15:54:00,Photo,Blessing Ubah,"Let us help you navigate the stock market during the holiday season.

 Visit the link in our bio and click ‘Enquiries’ to leave your details and we will contact you.

#ITCANBE",2458.0,2282.0,2282.0,1.91,2.06,47.0,43.0,43.0,1.0,3.0
2020-07-28 21:00:00,Photo,Aramide Salami,Get the right assessment in tune with your investment needs with InvestBeta. Click the link in our bio to get started. #NeverStopInvesting #ItCanBe,2461.0,2282.0,2282.0,2.89,3.11,71.0,68.0,68.0,0.0,3.0
2020-05-27 10:17:00,Photo,Other,"Paying your child's school fees shouldn't scare you.
Join us on Instagram by 2pm today to learn how you can draw up a school fees strategy.
#BlueTalks #SET",2512.0,2282.0,2282.0,2.83,3.11,71.0,69.0,69.0,2.0,0.0
2020-02-20 22:21:00,Photo,Other,"You only have one body. Keep it insured! 
Contact us on 01 277 0394 or email insurancesolution@stanbicibtc.com to begin.",2453.0,2282.0,2282.0,3.1,3.33,76.0,73.0,73.0,2.0,1.0
2021-11-15 11:16:00,Video,Other,"Guess what!

It's that time of the year when we walk to raise awareness for those with limb loss and we are geared up and ready to go. 

To join us, sign up by visiting the link in our bio and click on 'Together4ALimb'  and start taking steps that matter.

#VirtualT4AL2021 
#ITCANBE",2353.0,2279.0,2279.0,4.04,4.17,95.0,89.0,89.0,5.0,1.0
2020-12-26 14:55:00,Video,Blessing Ubah,"After the glitz and glamour, comes the reality of paying bills 😏 

Do you have budgeting tips on how to pay bills as a couple?

Share with us in the comment section

#ITCANBE",2415.0,2279.0,2279.0,1.86,1.97,45.0,42.0,42.0,0.0,3.0
2020-11-24 10:19:00,Photo,Blessing Ubah,"Because Africa is our home and we drive her growth, we are pleased to announce that we will be holding a series of stakeholder engagement sessions to help facilitate the desired growth and development in Nigeria.

Today we will be engaging key stakeholders of the Agbara Industrial Hub to proffer solutions for Infrastructural development in the area.

We believe that collaboration is the way forward for arriving at solutions for progress.

#ITCANBE",2482.0,2279.0,2279.0,2.42,2.63,60.0,55.0,55.0,2.0,3.0
2020-06-15 19:00:00,Photo,Aramide Salami,"Whatever your dreams are, they are valid. #ItCanBe",2497.0,2279.0,2279.0,2.68,2.94,67.0,65.0,65.0,2.0,0.0
2023-01-30 20:32:00,Photo,Sophia Amuka,"Our branches remain open and ready for you to deposit your old 200, 500 and 1000 Naira notes.
#ITCANBE",2441.0,2276.0,2276.0,2.83,3.03,69.0,51.0,51.0,16.0,2.0
2022-06-19 08:06:00,Video,Other,"Your care and sacrifice do not go unnoticed. 💙 
From all of us at Stanbic IBTC, #HappyFathersDay
#FathersDay2022
#ITCANBE",2485.0,2276.0,2276.0,2.45,2.68,61.0,51.0,51.0,5.0,5.0
2020-09-27 18:46:00,Photo,Blessing Ubah,"Are you ready for a simpler solution to your banking needs?
Watch this space to know more!
#ItCanBe",2512.0,2276.0,2276.0,1.87,2.07,47.0,43.0,43.0,3.0,1.0
2020-07-21 20:00:00,Video,Aramide Salami,"With face recognition, you get both security and ease when logging in to your mobile app. Try it today, click  the link in our bio to download the Super App. #LikeAHero #APPyness",2441.0,2276.0,2276.0,3.77,4.04,92.0,67.0,67.0,19.0,6.0
2020-06-21 12:31:00,Video,Other,"Your love, care, and sacrifice does not go unnoticed. We appreciate you today and always. Happy #FathersDay",2498.0,2276.0,2276.0,3.08,3.38,77.0,74.0,74.0,1.0,2.0
2019-12-13 11:00:00,Photo,Aramide Salami,"It’s not too early to plan for a new school term, January is just around the corner. Get #SET with an Education Trust, call 01 270 6800 or email SITLAgency@stanbicibtc.com to get started.",2473.0,2276.0,2276.0,3.44,3.73,85.0,75.0,75.0,5.0,5.0
2022-02-19 14:28:00,Photo,Blessing Ubah,"From “it’s the money that binds us together” to “how much am I owing sef?”, we’ve heard it all 😁 
Let’s know the funniest thing you’ve heard from your debtors.
#ITCANBE",2423.0,2273.0,2273.0,1.82,1.94,44.0,28.0,28.0,14.0,2.0
2020-09-04 16:00:00,Photo,Blessing Ubah,"Every parent desires to see their child succeed in life. 
With Stanbic IBTC Education Trust (#SET), you are one step closer to making that desire a reality. 
Call 01 270 6800 or email sitlagency@stanbicibtc.com now to get started.

#ItCanBe",2558.0,2273.0,2273.0,3.32,3.74,85.0,76.0,76.0,6.0,3.0
2020-05-22 13:00:00,Photo,Aramide Salami,"Households, Micro-enterprises, and SMEs! Take advantage of the N50 Billion Targeted Credit Facility offered by the Central Bank of Nigeria (CBN) to mitigate the effects of COVID-19. To know more, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com",2524.0,2273.0,2273.0,2.26,2.51,57.0,54.0,54.0,2.0,1.0
2022-01-23 16:46:00,Photo,Blessing Ubah,"This year, diversify your investment by going for FGN Bonds.
Send an email to stockbroking@stanbicibtc.com now.
#GoForIt
#ITCANBE",2396.0,2270.0,2270.0,2.0,2.11,48.0,34.0,34.0,10.0,4.0
2021-04-10 16:07:00,Photo,Blessing Ubah,"Sustainable Development Goal (SDG) 5 is focused on achieving gender equality and empowering all women and girls. 
Visit the link in our bio and click on ‘Sustainability Saturday’ to know more about SDG 5.

#SDG5
#GenderEquality
#SustainabilitySaturday 
#ITCANBE",2429.0,2270.0,2270.0,2.55,2.73,62.0,60.0,60.0,1.0,1.0
2020-05-18 20:04:00,Photo,Other,"Whatever your insurance needs are, call 01 277 0394 or email Insurancesolution@stanbicibtc.com for the #BestInsuranceDeals.",2566.0,2270.0,2270.0,2.73,3.08,70.0,69.0,69.0,0.0,1.0
2020-05-14 11:00:00,Photo,Aramide Salami,Call 01 277 0394 or email Insurancesolution@stanbicibtc.com to get the #BestInsuranceDeals today.,2427.0,2270.0,2270.0,3.3,3.52,80.0,73.0,73.0,5.0,2.0
2019-11-10 10:26:00,Photo,Other,credit: @oladele.thomasojo... #Together4ALimb,2657.0,2270.0,2270.0,3.01,3.52,80.0,78.0,78.0,0.0,2.0
2021-11-25 19:05:00,Photo,Blessing Ubah,"Afolabi wants to show you how to make extra income trading stocks.​

What's stopping you from joining him on Tuesday 30 November at 11am?

Visit the link in our bio and click ‘Stockbroking webinar for beginners’ to reserve your spot.

#ITCANBE
#StartWithZero",2428.0,2267.0,2267.0,2.43,2.6,59.0,41.0,41.0,12.0,6.0
2020-02-25 19:05:00,Photo,Other,"Wole Oshin, Head, Agribusiness Stanbic IBTC Bank will be speaking alongside Segun Oworu, Angel Adelaja-Kuye and Aliu Iyanuoluwa at @MyFarmbaseAfrica  #SMWLagos session on how Agritech can foster job creation in Africa. You can register for the session here: https://socialmediaweeklagos2020.sched.com/event/YFTO/roundtable-agritech-youth-empowerment
#SMWAgritechNG",2451.0,2267.0,2267.0,2.57,2.78,63.0,63.0,63.0,0.0,0.0
2023-01-28 15:22:00,Video,Blessing Ubah,"The new year is already starting on a 'millionaire level'💃🕺
Congratulations to our N1,000,000 and N100,000 prize winners of the December 2022 Reward4Saving draw!
Keep saving, as you could be part of next month's winners.
To qualify, deposit at least N10,000 in a new or existing savings account or @ease wallet.

#Reward4Saving
#ITCANBE",2493.0,2264.0,2264.0,2.89,3.18,72.0,61.0,61.0,8.0,3.0
2022-07-02 12:01:00,Photo,Blessing Ubah,"Two more sleeps till more people get rewarded for saving!​
✋🏾 if you hope to be a lucky winner 😎 
#Reward4Saving​2
#ITCANBE",2675.0,2264.0,2264.0,5.53,6.54,148.0,87.0,87.0,59.0,2.0
2022-03-09 17:02:00,Photo,Blessing Ubah,"Tune in to Smooth FM’s Business Express tomorrow morning as we share capital market updates.
Visit https://linktr.ee/StanbicIBTC and click on 'Stanbic IBTC Capital Market Updates' to listen live.
#ITCANBE",2358.0,2264.0,2264.0,2.04,2.12,48.0,43.0,43.0,2.0,3.0
2021-01-26 17:17:00,Photo,Blessing Ubah,"Diversify your investments with Exchange Traded Funds!
Visit http://bit.ly/StanbicIBTCWealthBackToBusiness to get started.

#Back2Business
#ITCANBE",2343.0,2264.0,2264.0,2.22,2.3,52.0,49.0,49.0,3.0,0.0
2020-05-18 10:00:00,Photo,Aramide Salami,Don’t give up on yourself. #PowerUpMonday #MondayMotivation,2458.0,2264.0,2264.0,3.95,4.28,97.0,92.0,92.0,1.0,4.0
2020-01-10 17:10:00,Carousel,Other,Stanbic IBTC PMI trickles down to 56.8 in December. Here are the major highlights. #StanbicIBTC,2875.0,2264.0,2264.0,3.76,4.77,108.0,100.0,100.0,4.0,4.0
2023-02-04 09:55:00,Photo,Blessing Ubah,"The Nigerian climate has been irregular over the years, alternating between periods of extremely dry or rainy seasons. Solar power is a green renewable energy and an excellent way to reduce our carbon footprint. ​
#SustainabilitySaturdayWithStanbicIBTC​
#ITCANBE",2557.0,2261.0,2261.0,1.6,1.81,41.0,32.0,32.0,9.0,0.0
2020-06-27 11:00:00,Photo,Aramide Salami,"Dial *909*000*522+etag+amount# to top up your toll account with ease. For more information, call 0700 909 909 909  or email customercarenigeria@stanbicibtc.com. #ItCanBe",2520.0,2261.0,2261.0,2.54,2.83,64.0,58.0,58.0,6.0,0.0
2020-03-05 20:40:00,Photo,Other,Write a Will to ensure that life doesn’t stop for them. Call 01 270 6800 or email SITLagency@stanbicibtc.com to get started.,2475.0,2261.0,2261.0,3.19,3.49,79.0,76.0,76.0,3.0,0.0
2020-02-24 10:54:00,Photo,Other,Come chill with us at our booth all through the week at the SMW Lagos 2020 event. #SMWStanbicIBTC,2401.0,2261.0,2261.0,3.08,3.27,74.0,72.0,72.0,2.0,0.0
2023-01-03 13:06:00,Photo,Blessing Ubah,"For this new year, *909# dey for you! 💃🏾 🕺🏾 
Buy airtime, make transfers, get a loan and do so much more.​
#ITCANBE",2389.0,2258.0,2258.0,2.43,2.57,58.0,45.0,45.0,12.0,1.0
2021-04-04 08:12:00,Photo,Blessing Ubah,"Out of airtime and need to top-up?

No worries, dial *909*30*909#  to get it sorted.

#ITCANBE",2333.0,2258.0,2258.0,2.31,2.39,54.0,54.0,54.0,0.0,0.0
