Date,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views,Has Link
2023-04-05 21:00:00,Photo,Sophia Amuka,"If you prefer low-risk investment options that enable your money to work for you, then the FGN Savings Bond is worth considering. To begin, please send an email to CallMe@stanbicibtc.com.
#ITCANBE https://t.co/nFVukJlNee",1615.0,342487.0,2.35,38.0,7.0,7.0,5.0,0.0,0.0,0.0,26.0,26.0,11.0,1.0,9.0,5.0,0.0,0.0,0.0,11.0,0
2023-04-05 19:00:00,Photo,Sophia Amuka,"Tomorrow we will be unleashing a wave of career and business success like you've never seen before. 
Are you ready to win?
To register click here:  https://t.co/jdJhAxbw76
#YLS2023 
#ITCANBE https://t.co/cSQDt4FNk2",2484.0,344099.0,2.86,71.0,15.0,15.0,13.0,4.0,0.72,18.0,21.0,39.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,4.0,1
2023-04-05 17:55:00,Photo,Damilare Oyekanmi,"Investing in your child's future doesn't have to be complicated. The Stanbic IBTC CHESS account makes it easy to make your naira count and secure a bright future for your child.​
Send an email to callme@stanbicibtc.com to get started today.​

#WealthWednesday​
#ITCANBE https://t.co/hLrhIslQdp",2306.0,343790.0,3.21,74.0,8.0,8.0,12.0,1.0,0.0,0.0,53.0,53.0,37.0,0.0,10.0,6.0,0.0,0.0,0.0,37.0,0
2023-04-05 17:45:00,Photo,Sophia Amuka,"Join the AfCFTA Discourse with Stanbic IBTC by 6:15 pm today on Nigeria Info 99.3 FM, as we share insights on the role of trade finance in export readiness.
You can listen live here: https://t.co/VG35TzU9wC
#ITCANBE https://t.co/28nvKzn487",1578.0,343789.0,2.47,39.0,8.0,8.0,3.0,1.0,0.13,2.0,25.0,27.0,12.0,0.0,4.0,9.0,0.0,0.0,0.0,12.0,1
2023-04-05 15:13:00,Video,Blessing Ubah,"'@crayonthis + #YLS2023 = The time of your life! 💃🏾🕺🏾
Join us tomorrow as we win and dance our way to success in career and business.
Cllick here to register: https://t.co/fKdrwRpynP ​

#ITCANBE https://t.co/QcLRaoXVhW",1175.0,554673.0,6.38,75.0,16.0,16.0,1.0,5.0,0.26,3.0,50.0,53.0,41.0,0.0,7.0,2.0,0.0,0.0,0.0,72.0,1
2023-04-04 18:15:00,Photo,Sophia Amuka,"Say hello to stress-free payroll management! We have partnered with the experts to bring you the best services. Take the first step towards a better HR experience today by sending an email to callme@stanbicibtc.com
#ITCANBE https://t.co/mexgKkS5Lc",4014.0,352666.0,3.39,136.0,26.0,26.0,38.0,3.0,0.0,0.0,69.0,69.0,28.0,0.0,27.0,14.0,0.0,0.0,0.0,28.0,0
2023-04-04 14:49:00,Photo,Sophia Amuka,"We're counting down the minutes, the seconds and the winnings. It's two days to go! To register click here: https://t.co/jdJhAxbw76 

#YLS2023  
#ITCANBE https://t.co/bx8KM7E824",1949.0,342355.0,3.13,61.0,9.0,9.0,12.0,0.0,0.72,14.0,26.0,40.0,10.0,2.0,13.0,1.0,0.0,0.0,0.0,10.0,1
2023-04-04 09:09:00,Video,Sophia Amuka,"Let us handle the education planning while you enjoy the precious moments with your children. The Stanbic IBTC Education Trust has got you covered.
Send an email to SITLAgency@stanbicibtc.com or call 01 270 6800 to get started
#ITCANBE https://t.co/RdPPuf2jo0",2841.0,343922.0,3.91,111.0,11.0,11.0,29.0,5.0,0.0,0.0,66.0,66.0,32.0,0.0,23.0,11.0,0.0,0.0,0.0,225.0,0
2023-04-03 15:00:00,Photo,Sophia Amuka,"Investing may seem complex for beginners but at Stanbic IBTC, we simplify the process. Start your journey to building wealth by investing in the April offer of the FGN Savings Bonds.
To get started, visit https://t.co/LVgneO9MDe

#Invest
#ITCANBE https://t.co/HZoGSwvyDT",4034.0,342320.0,3.89,157.0,17.0,17.0,24.0,1.0,0.67,27.0,88.0,115.0,39.0,1.0,35.0,13.0,0.0,0.0,0.0,39.0,1
2023-04-03 13:47:00,Photo,Sophia Amuka,"The #YLS2023 movement is coming at you in just three days! Get ready to crush it in your career and business.
To register click here:  https://t.co/jdJhAxbw76 

#ITCANBE https://t.co/tfkFe91N1J",3132.0,342502.0,2.55,80.0,17.0,17.0,13.0,1.0,0.51,16.0,33.0,49.0,8.0,2.0,12.0,11.0,0.0,0.0,0.0,8.0,1
2023-04-03 08:00:00,Photo,Sophia Amuka,"You're crushing it! 
Keep up the good work and don't forget to give yourself a pat on the back 💙 
#MondayMotivation
#ITCANBE https://t.co/BHuicDRtkg",4318.0,344890.0,4.26,184.0,28.0,28.0,35.0,4.0,0.0,0.0,117.0,117.0,21.0,2.0,70.0,24.0,0.0,0.0,0.0,21.0,0
2023-04-02 15:30:00,Photo,Sophia Amuka,"From cutting-edge strategies to inspirational stories of success, you'll be inspired to take your winning game to the next level.
Join us at #YLS2023  and prepare to soar!
To register click: https://t.co/jdJhAxbw76
#YLS2023  
#ITCANBE https://t.co/PFQ5bC3r6v",3069.0,343507.0,3.75,115.0,14.0,14.0,21.0,1.0,0.1,3.0,76.0,79.0,36.0,2.0,29.0,9.0,0.0,0.0,0.0,36.0,1
2023-04-02 08:00:00,Photo,Sophia Amuka,"Let's unite in our commitment to create a world of difference by supporting individuals with autism, their loved ones, and a community that embraces diversity, acceptance, and kindness.
#WorldAutismDay
#ITCANBE https://t.co/zYzARep3DW",4382.0,343643.0,2.53,111.0,19.0,19.0,35.0,2.0,0.02,1.0,54.0,55.0,12.0,1.0,27.0,14.0,0.0,0.0,0.0,12.0,1
2023-04-01 15:33:00,Photo,Sophia Amuka,"You, us, and the YLS 2023 filter - It's the winning trio 😉  
If you will be attending, click https://t.co/4RklnKICWW use the filter and tag us in your pictures.
To register for #YLS2023, click: https://t.co/jdJhAxbw76

#YLS2023  
#ITCANBE https://t.co/SSX3N16RZj",3811.0,343552.0,2.57,98.0,9.0,9.0,25.0,1.0,0.26,10.0,53.0,63.0,12.0,2.0,22.0,17.0,0.0,0.0,0.0,12.0,1
2023-04-01 10:15:00,Photo,Sophia Amuka,"Whatever the financial goal is, a mutual fund account with Stanbic IBTC is a great investment vehicle. Visit https://t.co/oMGjCG03ED to view a list of available Mutual Funds you can invest in.​
#Invest​
#MutualFunds​
#GoForIt​
#ITCANBE https://t.co/GRLIW7Va9K",4159.0,345348.0,2.57,107.0,17.0,17.0,27.0,4.0,0.31,13.0,46.0,59.0,9.0,1.0,26.0,10.0,0.0,0.0,0.0,9.0,1
2023-04-01 08:00:00,Video,Sophia Amuka,"We hope this April is filled with all the things that make your heart sing, and you will find even more reasons to be grateful along the way.
#HappyNewMonth
#ITCANBE https://t.co/W89h1fMk8e",3796.0,343554.0,4.06,154.0,17.0,17.0,31.0,3.0,0.0,0.0,103.0,103.0,43.0,0.0,48.0,12.0,0.0,0.0,0.0,249.0,0
2023-03-31 17:00:00,Photo,Sophia Amuka,"Did you miss our webinar where we discussed effective ways to manage passwords and stay secure online? Don't worry, we've got you covered! Catch the replay on our YouTube channel https://t.co/eoNIhNypw5  and learn how to protect yourself from online threats. 
#StaySafeOnline https://t.co/BN7eEitLJH",2348.0,342241.0,2.34,55.0,7.0,7.0,16.0,2.0,0.17,4.0,26.0,30.0,4.0,0.0,14.0,8.0,0.0,0.0,0.0,4.0,1
2023-03-31 13:28:00,Photo,Other,"What do you get when you combine talent, passion, and an electric stage presence?​ @crayonthis at #YLS2023 is the answer! ​
It's going to be lit! 💃🕺
To register visit https://t.co/jdJhAxbw76 #YLS2023  ​
#ITCANBE https://t.co/7yHDEtsbrr",2449.0,341929.0,2.82,69.0,10.0,10.0,16.0,0.0,0.29,7.0,36.0,43.0,11.0,3.0,15.0,7.0,0.0,0.0,0.0,11.0,1
2023-03-30 17:59:00,Video,Blessing Ubah,"Meet Mr Oyetola, the first customer to buy a home with the Stanbic IBTC RSA-backed mortgage. With a portion of your RSA balance, you can become a home-owner today. Send an email to homeloans@stanbicibtc.com or call us on 0700 909 909 909 for more details. 
#ITCANBE https://t.co/X2LEVoXEJS",3489.0,344729.0,3.98,139.0,18.0,18.0,22.0,4.0,0.03,1.0,94.0,95.0,50.0,3.0,35.0,6.0,0.0,0.0,0.0,303.0,1
2023-03-30 14:13:00,Video,Blessing Ubah,"The Stanbic IBTC Youth Leadership Series 2023 is about to take you on a ride of insights, winnings, inspiration, and leadership excellence that you won't forget!​
To register click here: https://t.co/jdJhAxbw76​
#YLS2023  ​
#ITCANBE https://t.co/eWyEsCWCBz",18292.0,578467.0,5.08,930.0,612.0,612.0,56.0,7.0,0.15,27.0,228.0,255.0,135.0,3.0,68.0,22.0,0.0,0.0,0.0,405.0,1
2023-03-30 12:45:00,Photo,Sophia Amuka,"Surround yourself with winners and soon enough winning will be a habit.
Register for YLS now to secure a seat at the winners' table. 
To register click here: https://t.co/jdJhAxbw76

#YLS2023  
#ITCANBE https://t.co/2eZNy0Fvu9",1533.0,341863.0,2.22,34.0,7.0,7.0,7.0,0.0,0.39,6.0,14.0,20.0,3.0,0.0,7.0,4.0,0.0,0.0,0.0,3.0,1
2023-03-30 10:41:00,Video,Other,"Meet Mr Oyetola, the first customer to buy a home with the Stanbic IBTC RSA-backed mortgage. 
With a portion of your RSA balance, you can become a home-owner today. 
Send an email to homeloans@stanbicibtc.com or call us on 01-2716000 for more details. 
#ITCANBE https://t.co/WohrQP4WQe",1719.0,343265.0,7.04,121.0,18.0,18.0,10.0,3.0,0.06,1.0,89.0,90.0,51.0,2.0,28.0,8.0,0.0,0.0,0.0,181.0,1
2023-03-29 22:21:00,Video,Blessing Ubah,"Meet Mr Oyetola, the first customer to buy a home with the Stanbic IBTC RSA-backed mortgage. With a portion of your RSA balance, you can become a home-owner today. Send an email to pensionsolution@stanbicibtc.com or call us on 01-2716000 for more details. 
#ITCANBE https://t.co/EGq1L0veIu",1283.0,343293.0,8.96,115.0,20.0,20.0,10.0,4.0,0.08,1.0,80.0,81.0,37.0,0.0,37.0,6.0,0.0,1.0,0.0,137.0,1
2023-03-29 17:07:00,Photo,Sophia Amuka,"You can still get your upward-movement going this year. 
Join us at our Youth Leadership Series 2023.
To register click here: https://t.co/jdJhAxbw76
#YLS2023  
#ITCANBE https://t.co/Lzeal38xik",2386.0,343095.0,2.77,66.0,10.0,10.0,14.0,1.0,0.25,6.0,35.0,41.0,6.0,1.0,19.0,9.0,0.0,0.0,0.0,6.0,1
2023-03-29 14:27:00,Photo,Blessing Ubah,"Your Voluntary Contribution, no matter how small, can add up to create a substantial difference in realising the life you envision for yourself in retirement. Please call 01 271 6000 or send an email to callme@stanbicibtc.com to get started.​​

#ITCANBE​​
#WealthWednesday https://t.co/t2q5C9yJZy",4518.0,343070.0,4.27,193.0,14.0,14.0,25.0,1.0,0.0,0.0,153.0,153.0,91.0,0.0,52.0,10.0,0.0,0.0,0.0,91.0,0
2023-03-28 09:04:00,Photo,Sophia Amuka,"Shopping for Iftar meals? There’s an easier way to pay!
Download the Stanbic IBTC mobile app now and pay with QR Code.
#ITCANBE https://t.co/V0kw9fMnqN",5385.0,344591.0,2.88,155.0,17.0,17.0,50.0,3.0,0.0,0.0,85.0,85.0,27.0,2.0,38.0,18.0,0.0,0.0,0.0,27.0,0
2023-03-27 18:15:00,Photo,Other,Looking to expand in the Chinese market? Our Africa-China Trade Solution Specialists can guide you with expert knowledge and experience towards effective strategies to capture Chinese consumers. Take this opportunity to take your business to the next level. https://t.co/M0LI0Tg27v,4239.0,342954.0,2.48,105.0,13.0,13.0,20.0,2.0,0.0,0.0,70.0,70.0,42.0,0.0,21.0,7.0,0.0,0.0,0.0,42.0,0
2023-03-27 12:14:00,Video,Other,"If you're ready to take your career and business to the next level, the Stanbic IBTC Youth Leadership Series is the place to be. Our lineup of industry leaders will give you the tools and insights you need to reach new heights.
Register here: https://t.co/jdJhAxbw76
#YLS2023 https://t.co/v8j4NtEMm7",2642.0,342825.0,3.9,103.0,2.0,2.0,24.0,1.0,0.49,13.0,63.0,76.0,24.0,0.0,34.0,5.0,0.0,0.0,0.0,169.0,1
2023-03-27 08:00:00,Photo,Sophia Amuka,"Your Monday morning reminder to let nothing stop you as you go for your dreams.
Have a great week ahead 💙 

#PowerUpMonday
#ITCANBE https://t.co/kDu72Y1VOG",7420.0,341757.0,3.89,289.0,47.0,47.0,60.0,8.0,0.0,0.0,174.0,174.0,50.0,2.0,99.0,23.0,0.0,0.0,0.0,50.0,0
2023-03-26 16:35:00,Photo,Sophia Amuka,"Need ideas for Iftar meals? Here are some easy meals for you to try.
#ITCANBE https://t.co/p7vbWt2a0L",3940.0,341447.0,2.64,104.0,21.0,21.0,21.0,1.0,0.0,0.0,61.0,61.0,27.0,1.0,23.0,10.0,0.0,0.0,0.0,27.0,0
2023-03-26 10:51:00,Photo,Sophia Amuka,"Your prayers for your dream home can be answered! Go for a home loan today.
Visit https://t.co/Dpi7LF0m1c now to get started.
#ITCANBE https://t.co/D0kheX8qBS",3770.0,341388.0,3.79,143.0,18.0,18.0,17.0,0.0,1.22,46.0,62.0,108.0,19.0,0.0,35.0,8.0,0.0,0.0,0.0,19.0,1
2023-03-25 16:00:00,Photo,Sophia Amuka,"The Sustainable Development Goals can only be realised with strong global partnerships and cooperation. Stanbic IBTC is happy to play our role in achieving the SDGs through successful partnerships.

#SustainablePartnerships
#SustainabilitySaturday
#ITCANBE https://t.co/KWrQIsbdS3",3019.0,341287.0,2.09,63.0,7.0,7.0,17.0,0.0,0.0,0.0,39.0,39.0,9.0,2.0,19.0,9.0,0.0,0.0,0.0,9.0,0
2023-03-25 13:00:00,Photo,Sophia Amuka,"Our branches will be open today and tomorrow from 9 a.m. to 4 p.m. to meet your cash needs.
Come on in!
#ITCANBE https://t.co/hp6sWJCeB7",7430.0,349858.0,4.02,299.0,38.0,38.0,55.0,8.0,0.0,0.0,198.0,198.0,76.0,2.0,98.0,22.0,0.0,0.0,0.0,76.0,0
2023-03-25 09:00:00,Video,Sophia Amuka,"Winning isn't just about reaching the top. It's about the journey you take to get there. 
Let's go on a journey to great feats at #YLS2023. To register click here: https://t.co/jdJhAxc3WE
#ITCANBE https://t.co/Fk4svysLcU",2044.0,341228.0,4.35,89.0,6.0,6.0,17.0,0.0,0.05,1.0,65.0,66.0,41.0,3.0,19.0,2.0,0.0,0.0,0.0,166.0,1
2023-03-24 17:15:00,Photo,Blessing Ubah,"Did someone say the weekend is about to get lit?
Yes, because our branches are here to save the day, we are opened tomorrow for all your withdrawal requests. 
Stop by, we will be waiting!  🤗

#ITCANBE https://t.co/maETg1YreL",7565.0,342752.0,2.89,219.0,30.0,30.0,32.0,6.0,0.0,0.0,151.0,151.0,67.0,0.0,73.0,11.0,0.0,0.0,0.0,67.0,0
2023-03-24 16:34:00,Photo,Sophia Amuka,"Here are tips for you to make the most of Ramadan.
Do you have any more? Share in the comments
#ITCANBE https://t.co/Vk502Tu5mR",2921.0,341186.0,2.26,66.0,13.0,13.0,7.0,1.0,0.0,0.0,45.0,45.0,28.0,0.0,15.0,2.0,0.0,0.0,0.0,28.0,0
2023-03-24 15:38:00,Video,Other,"At Stanbic IBTC, equity is a philosophy that has guided our initiatives over the years as emphasised by our Chief #HeForShe champion, Dr. Demola Sogunle, Chief Executive, Stanbic IBTC Holdings. https://t.co/vSxihtggoR",2072.0,342506.0,2.46,51.0,8.0,8.0,7.0,2.0,0.0,0.0,34.0,34.0,16.0,2.0,12.0,4.0,0.0,0.0,0.0,150.0,0
2023-03-24 15:21:00,Video,Other,"At Stanbic IBTC, equity is a philosophy that has guided our initiatives over the years as emphasised by our Chief #HeForShe champion, Dr. Demola Sogunle, Chief Executive, Stanbic IBTC Holdings. https://t.co/E5tM80abyr",368.0,341424.0,2.99,11.0,4.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,54.0,0
2023-03-24 09:00:00,Video,Sophia Amuka,"Remember when we rubbed shoulders with the best and brightest? 
Get ready to do it all again at #YLS2023. This is just a glimpse of what is in store. Register here:  https://t.co/jdJhAxc3WE 
#ITCANBE https://t.co/Dap4ksN25v",1858.0,341133.0,4.52,84.0,7.0,7.0,15.0,0.0,0.16,3.0,59.0,62.0,44.0,0.0,12.0,3.0,0.0,0.0,0.0,190.0,1
2023-03-23 17:55:00,Video,Sophia Amuka,"Nigeria is our home, and we drive her growth, this is why we will continue to play our part in ensuring better care for all.
#throwback
#ITCANBE https://t.co/hRSjr5ke0F",2742.0,342379.0,2.44,67.0,10.0,10.0,12.0,3.0,0.0,0.0,42.0,42.0,16.0,1.0,14.0,11.0,0.0,0.0,0.0,170.0,0
2023-03-23 16:27:00,Photo,Sophia Amuka,"Attention everyone! 
Join us at #YLS2023 for an unforgettable experience that will ignite your passion and inspire you to make a difference in the world. 
Visit https://t.co/jdJhAxc3WE to register now and secure your spot for this amazing event.  
#YouthEvent 
#Inspiration https://t.co/216PEfOCrb",2914.0,345784.0,2.3,67.0,16.0,16.0,12.0,3.0,0.14,4.0,32.0,36.0,10.0,1.0,13.0,8.0,0.0,0.0,0.0,10.0,1
2023-03-23 14:00:00,Photo,Sophia Amuka,"Welcome to the holy month of Ramadan.
May your prayers be answered this month.

#RamadanKareem
#Ramadan2023
#ITCANBE https://t.co/d2rTJH6UkK",2553.0,341337.0,2.39,61.0,21.0,21.0,9.0,2.0,0.0,0.0,29.0,29.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,13.0,0
2023-03-23 09:51:00,Photo,Damilare Oyekanmi,"As we celebrate #FinancialLiteracyDay, take charge of your financial future by gaining the right knowledge and empowering yourself today! https://t.co/H5aCrt3YhC",4761.0,342482.0,2.1,100.0,17.0,17.0,27.0,4.0,0.0,0.0,52.0,52.0,10.0,7.0,24.0,11.0,0.0,0.0,0.0,10.0,0
2023-03-22 19:37:00,Photo,Damilare Oyekanmi,"Investments, not wishes, generate income. Position yourself for greater returns by investing in the Stanbic IBTC Money Market Fund now. Visit https://t.co/IviMUaPjX5 today.
#InvestForMore
#ITCANBE
#WealthWednesday https://t.co/sSdQzPjB6V",2511.0,340954.0,4.42,111.0,11.0,11.0,20.0,0.0,0.4,10.0,68.0,78.0,37.0,1.0,25.0,5.0,2.0,2.0,0.0,37.0,1
2023-03-22 10:00:00,Photo,Kemi Amoo,"Forgot your password?
Reset them with these simple steps!

#ITCANBE https://t.co/kThYbvhSUf",6503.0,341116.0,7.7,501.0,22.0,22.0,44.0,6.0,0.0,0.0,429.0,429.0,300.0,7.0,97.0,25.0,0.0,0.0,0.0,300.0,0
2023-03-21 18:40:00,Photo,Sophia Amuka,"Our verified social media pages are:
Instagram - @stanbicibtc 
Facebook -@StanbicIBTC
Twitter - @StanbicIBTC
LinkedIn - @StanbicIBTC
YouTube - https://t.co/gtpSDhdcZ3
TikTok -@stanbicibtcng

#ITCANBE https://t.co/OxsrzTsD5Z",2107.0,342247.0,6.36,134.0,14.0,14.0,18.0,2.0,0.24,5.0,95.0,100.0,18.0,0.0,39.0,38.0,0.0,0.0,1.0,18.0,1
2023-03-21 10:00:00,Photo,Kemi Amoo,"Participate in this year's most prestigious youth gathering. We have a fantastic line-up of speakers who will teach you how to make a difference in your field.
Save the date!
#YLS2023
#ITCANBE https://t.co/EQT6zGIBlB",4549.0,342083.0,3.61,164.0,16.0,16.0,49.0,2.0,0.0,0.0,97.0,97.0,19.0,4.0,59.0,15.0,0.0,0.0,0.0,19.0,0
2023-03-21 09:04:00,Photo,Sophia Amuka,"Convenience at your fingertips! Get started by downloading the Stanbic IBTC Stockbroking App.
We can also guide you through the process when you send an email to StartWithZero@stanbicibtc.com

#ITCANBE
#StartWithZero
#Stocks https://t.co/5hqMv56VVx",5198.0,340973.0,2.42,126.0,12.0,12.0,36.0,3.0,0.04,2.0,73.0,75.0,27.0,5.0,23.0,18.0,0.0,0.0,0.0,27.0,1
2023-03-20 18:00:00,Photo,Kemi Amoo,"Take your healthcare business to the next level with innovative solutions. Contact us for tailor-made healthcare solutions for your growth, visit https://t.co/NDJ4RaB8he to get started.

#GoForGrowth
#ITCANBE
#EnterpriseAcademy https://t.co/DEDMIVW99F",3474.0,342051.0,3.28,114.0,9.0,9.0,24.0,3.0,0.17,6.0,72.0,78.0,31.0,0.0,31.0,10.0,0.0,0.0,0.0,31.0,1
2023-03-20 08:00:00,Photo,Sophia Amuka,"Let’s come together to spread positivity and joy.

#PowerUpMonday
#ITCANBE https://t.co/TYpHEnt4GM",7991.0,344286.0,3.03,242.0,31.0,31.0,63.0,8.0,0.0,0.0,140.0,140.0,31.0,5.0,75.0,29.0,0.0,0.0,0.0,31.0,0
2023-03-19 15:20:00,Photo,Sophia Amuka,"Which one of these did the reset magic for you? 
Share with us in the comment section.

#MothersDay
#ITCANBE https://t.co/m0qVwqf9y5",7156.0,342267.0,2.18,156.0,15.0,15.0,26.0,3.0,0.0,0.0,112.0,112.0,63.0,3.0,34.0,12.0,0.0,0.0,0.0,63.0,0
2023-03-19 08:00:00,Video,Sophia Amuka,"Thank you for your unwavering love and nurturing spirit, which has enabled us to grow and blossom into the people we are today. Happy Mother's Day! We celebrate you today and every day!

#MothersDay2023
#HappyMothersDay
#ITCANBE https://t.co/d2qs9SQN9o",6181.0,341875.0,2.8,173.0,33.0,33.0,45.0,3.0,0.0,0.0,91.0,91.0,26.0,1.0,46.0,18.0,1.0,1.0,0.0,465.0,0
2023-03-17 21:00:00,Photo,Blessing Ubah,"Winning just got a whole lot cooler!

#YLS2023
#ITCANBE https://t.co/qg1Js42vja",3088.0,343336.0,2.27,70.0,10.0,10.0,19.0,3.0,0.0,0.0,38.0,38.0,7.0,1.0,27.0,3.0,0.0,0.0,0.0,7.0,0
2023-03-17 19:00:00,Video,Sophia Amuka,"Don't just say it, be it! We all can challenge gender stereotypes and embrace equity in all its forms.

#BlueWomenNetwork
#EmbraceEquity
#ITCANBE https://t.co/oYx4TArM64",2429.0,346360.0,2.92,71.0,12.0,12.0,13.0,4.0,0.0,0.0,42.0,42.0,10.0,0.0,31.0,1.0,0.0,0.0,0.0,164.0,0
2023-03-17 16:53:00,Photo,Sophia Amuka,"Which of these are you hanging out with over the weekend?
#ITCANBE
#GoForIt https://t.co/A1GeMiNK2j",4758.0,341170.0,2.82,134.0,18.0,18.0,32.0,4.0,0.0,0.0,80.0,80.0,27.0,0.0,40.0,13.0,0.0,0.0,0.0,27.0,0
2023-03-17 15:58:00,Video,Other,"Hey boss lady, are you ready to bloom and conquer the world? At the Bloom conference, you get to learn all you need to take your personal finances and business to new heights, shop from female-owned businesses at the exhibition and so much more! https://t.co/9I6r7bXmDk",2504.0,341429.0,2.76,69.0,11.0,11.0,16.0,1.0,0.0,0.0,41.0,41.0,8.0,0.0,24.0,9.0,0.0,0.0,0.0,144.0,0
2023-03-17 09:21:00,Video,Kemi Amoo,"Embracing equity entails building a fair and just society where everyone has equal access to the resources, opportunities, and support required to succeed. Here are some of our leaders' thoughts on equity.
#EmbraceEquity
#ITCANBE https://t.co/GCTpQoJbQ4",2607.0,341374.0,3.49,91.0,7.0,7.0,22.0,1.0,0.0,0.0,61.0,61.0,8.0,1.0,49.0,3.0,0.0,0.0,0.0,150.0,0
2023-03-16 19:47:00,Video,Kemi Amoo,"What are you getting your mum for Mother's Day? Take a screenshot and share it with us in the comments; you might get lucky.

#ITCANBE https://t.co/rN8tMinosQ",5150.0,341592.0,3.09,159.0,20.0,20.0,33.0,3.0,0.0,0.0,103.0,103.0,56.0,0.0,29.0,18.0,0.0,0.0,0.0,275.0,0
2023-03-16 18:54:00,Photo,Sophia Amuka,"How is the Lenten season going for you?
May all our prayers and deeds be accepted.
Here are simple meal ideas you should try.

#ITCANBE https://t.co/1xm1JcIEv9",2746.0,342637.0,2.51,69.0,12.0,12.0,13.0,2.0,0.0,0.0,42.0,42.0,23.0,0.0,8.0,11.0,0.0,0.0,0.0,23.0,0
2023-03-16 12:52:00,Photo,Sophia Amuka,"Access your pension with ease!
To get started, download the Stanbic IBTC Super App today.

#ITCANBE https://t.co/ho4aONEkAo",4377.0,340187.0,3.22,141.0,8.0,8.0,43.0,0.0,0.0,0.0,90.0,90.0,20.0,1.0,49.0,20.0,0.0,0.0,0.0,20.0,0
2023-03-15 20:06:00,Video,Blessing Ubah,"You have the freedom to choose with the Stanbic IBTC Super App!
Visit your App store now to download.
#ITCANBE
#GoForIt https://t.co/gJu7vuZZNI",2890.0,340440.0,6.12,177.0,13.0,13.0,42.0,2.0,0.0,0.0,120.0,120.0,62.0,4.0,49.0,5.0,0.0,0.0,0.0,237.0,0
2023-03-15 17:30:00,Photo,Kemi Amoo,"Do you still have old Naira notes on you? Not to worry, you can deposit or withdraw them until Sunday, December 31, 2023, at any of our branches. 
#ITCANBE https://t.co/2qbFfhJh62",7562.0,375254.0,6.93,524.0,82.0,82.0,53.0,16.0,0.0,0.0,373.0,373.0,109.0,2.0,221.0,41.0,0.0,0.0,0.0,109.0,0
2023-03-15 15:47:00,Photo,Damilare Oyekanmi,"Even after you pass on, your loved ones deserve the best that life has to offer. Send an email to callme@stanbicibtc.com or call 01 270 6800 to get started with writing a will today. ​

#ITCANBE  ​
#WealthWednesday https://t.co/HeMKn53LwY",4178.0,355881.0,4.02,168.0,14.0,14.0,29.0,3.0,0.07,3.0,119.0,122.0,64.0,2.0,41.0,12.0,0.0,0.0,0.0,64.0,1
2023-03-14 18:50:00,Photo,Sophia Amuka,"Answer this while you are here without help from any search engine or AI 😏 
#ITCANBE https://t.co/AnGKvW9ssk",11737.0,339901.0,3.37,396.0,19.0,19.0,75.0,3.0,0.01,1.0,298.0,299.0,62.0,2.0,208.0,26.0,0.0,0.0,0.0,62.0,1
2023-03-14 09:11:00,Photo,Sophia Amuka,"Ladies, if you want to expand your investment portfolio and generate passive income, we can provide expert guidance on stock trading. To get started, email us at StartWithZero@stanbicibtc.com.
#TrustedPartner
#ITCANBE https://t.co/R2CWsuHpNj",7619.0,341907.0,3.9,297.0,26.0,26.0,64.0,10.0,0.0,0.0,197.0,197.0,40.0,3.0,130.0,24.0,0.0,0.0,0.0,40.0,0
2023-03-13 18:00:00,Photo,Sophia Amuka,"Plant the seeds for your agricultural business today. Contact us for bespoke agricultural solutions for your growth. Visit https://t.co/tFEyqpUPyo to get started.
#GoForGrowth
#ITCANBE https://t.co/iVaXMz0XlL",3629.0,339453.0,5.59,203.0,8.0,8.0,37.0,0.0,0.22,8.0,150.0,158.0,28.0,1.0,110.0,11.0,0.0,0.0,0.0,28.0,1
2023-03-13 16:50:00,Video,Sophia Amuka,"You can live life to the fullest!
With a Life Insurance Plan from Stanbic IBTC, you can flex without fear for the future.
Call 01 270 6801 or email insure@stanbicibtc.com to get started with a Life Insurance plan today.
#InsuranceCoverMe
#GoForLife https://t.co/G5qNty1ZNt",4250.0,340761.0,3.41,145.0,11.0,11.0,47.0,2.0,0.02,1.0,84.0,85.0,23.0,3.0,45.0,13.0,0.0,0.0,0.0,268.0,1
2023-03-13 08:00:00,Photo,Sophia Amuka,"It’s a new week to start doing awesome things 💙 
#ITCANBE https://t.co/KlPKJ2KxYe",10759.0,343597.0,3.34,359.0,35.0,35.0,97.0,9.0,0.0,0.0,218.0,218.0,47.0,1.0,135.0,35.0,0.0,0.0,0.0,47.0,0
2023-03-12 15:12:00,Photo,Sophia Amuka,"Are you planning to grow your income? Consider FGN Bonds as an option. Contact CallMe@stanbicibtc.com via email to initiate the process.
#ITCANBE https://t.co/7icvfuyGTe",6172.0,341231.0,2.71,167.0,24.0,24.0,26.0,3.0,0.11,7.0,107.0,114.0,24.0,5.0,66.0,12.0,0.0,0.0,0.0,24.0,1
